"condition","brightness_dichotom","brightness_rating","File","gender","age","student","psycho","cd"
"unidirectional",1,15,"001_stevens.dat","w",26,0,0,57.2
"unidirectional",1,13,"001_stevens.dat","w",26,0,0,32
"unidirectional",0,13,"001_stevens.dat","w",26,0,0,3.2
"unidirectional",1,15,"001_stevens.dat","w",26,0,0,57.2
"unidirectional",1,11,"001_stevens.dat","w",26,0,0,17.9
"unidirectional",0,20,"001_stevens.dat","w",26,0,0,1.8
"unidirectional",1,12,"001_stevens.dat","w",26,0,0,32
"unidirectional",0,30,"001_stevens.dat","w",26,0,0,1
"unidirectional",1,12,"001_stevens.dat","w",26,0,0,32
"unidirectional",0,15,"001_stevens.dat","w",26,0,0,1.8
"unidirectional",0,15,"001_stevens.dat","w",26,0,0,1.8
"unidirectional",0,11,"001_stevens.dat","w",26,0,0,5.7
"unidirectional",1,25,"001_stevens.dat","w",26,0,0,100
"unidirectional",0,20,"001_stevens.dat","w",26,0,0,1
"unidirectional",0,13,"001_stevens.dat","w",26,0,0,3.2
"unidirectional",0,13,"001_stevens.dat","w",26,0,0,3.2
"unidirectional",0,12,"001_stevens.dat","w",26,0,0,5.7
"unidirectional",0,12,"001_stevens.dat","w",26,0,0,5.7
"unidirectional",1,15,"001_stevens.dat","w",26,0,0,57.2
"unidirectional",1,11,"001_stevens.dat","w",26,0,0,17.9
"unidirectional",1,11,"001_stevens.dat","w",26,0,0,17.9
"unidirectional",1,11,"001_stevens.dat","w",26,0,0,17.9
"unidirectional",1,20,"001_stevens.dat","w",26,0,0,100
"unidirectional",0,15,"001_stevens.dat","w",26,0,0,1
"unidirectional",0,15,"001_stevens.dat","w",26,0,0,1
"unidirectional",1,13,"001_stevens.dat","w",26,0,0,32
"unidirectional",0,14,"001_stevens.dat","w",26,0,0,3.2
"unidirectional",1,13,"001_stevens.dat","w",26,0,0,57.2
"unidirectional",1,12,"001_stevens.dat","w",26,0,0,32
"unidirectional",1,16,"001_stevens.dat","w",26,0,0,100
"unidirectional",1,15,"001_stevens.dat","w",26,0,0,100
"unidirectional",1,13,"001_stevens.dat","w",26,0,0,57.2
"unidirectional",0,13,"001_stevens.dat","w",26,0,0,1.8
"unidirectional",0,12,"001_stevens.dat","w",26,0,0,5.7
"unidirectional",0,16,"001_stevens.dat","w",26,0,0,1.8
"unidirectional",0,20,"001_stevens.dat","w",26,0,0,1
"unidirectional",1,15,"001_stevens.dat","w",26,0,0,100
"unidirectional",0,12,"001_stevens.dat","w",26,0,0,5.7
"unidirectional",1,11,"001_stevens.dat","w",26,0,0,17.9
"unidirectional",0,12,"001_stevens.dat","w",26,0,0,3.2
"standard",-999,8,"002_stevens.dat","w",22,1,0,1
"standard",-999,9,"002_stevens.dat","w",22,1,0,5.7
"standard",-999,6,"002_stevens.dat","w",22,1,0,17.9
"standard",-999,7,"002_stevens.dat","w",22,1,0,5.7
"standard",-999,20,"002_stevens.dat","w",22,1,0,100
"standard",-999,5,"002_stevens.dat","w",22,1,0,3.2
"standard",-999,3,"002_stevens.dat","w",22,1,0,1
"standard",-999,15,"002_stevens.dat","w",22,1,0,32
"standard",-999,12,"002_stevens.dat","w",22,1,0,17.9
"standard",-999,18,"002_stevens.dat","w",22,1,0,57.2
"standard",-999,3,"002_stevens.dat","w",22,1,0,3.2
"standard",-999,14,"002_stevens.dat","w",22,1,0,57.2
"standard",-999,11,"002_stevens.dat","w",22,1,0,17.9
"standard",-999,10.5,"002_stevens.dat","w",22,1,0,17.9
"standard",-999,5,"002_stevens.dat","w",22,1,0,1.8
"standard",-999,6,"002_stevens.dat","w",22,1,0,3.2
"standard",-999,12,"002_stevens.dat","w",22,1,0,32
"standard",-999,5,"002_stevens.dat","w",22,1,0,1.8
"standard",-999,6,"002_stevens.dat","w",22,1,0,3.2
"standard",-999,6,"002_stevens.dat","w",22,1,0,3.2
"standard",-999,20,"002_stevens.dat","w",22,1,0,57.2
"standard",-999,5,"002_stevens.dat","w",22,1,0,1.8
"standard",-999,20,"002_stevens.dat","w",22,1,0,57.2
"standard",-999,8,"002_stevens.dat","w",22,1,0,5.7
"standard",-999,20,"002_stevens.dat","w",22,1,0,100
"standard",-999,5,"002_stevens.dat","w",22,1,0,1
"standard",-999,17,"002_stevens.dat","w",22,1,0,57.2
"standard",-999,4,"002_stevens.dat","w",22,1,0,1.8
"standard",-999,20,"002_stevens.dat","w",22,1,0,100
"standard",-999,5,"002_stevens.dat","w",22,1,0,1
"standard",-999,4,"002_stevens.dat","w",22,1,0,1
"standard",-999,11,"002_stevens.dat","w",22,1,0,17.9
"standard",-999,9,"002_stevens.dat","w",22,1,0,5.7
"standard",-999,12,"002_stevens.dat","w",22,1,0,32
"standard",-999,18,"002_stevens.dat","w",22,1,0,100
"standard",-999,18,"002_stevens.dat","w",22,1,0,100
"standard",-999,5,"002_stevens.dat","w",22,1,0,1.8
"standard",-999,13,"002_stevens.dat","w",22,1,0,32
"standard",-999,14,"002_stevens.dat","w",22,1,0,32
"standard",-999,7,"002_stevens.dat","w",22,1,0,5.7
"unidirectional",0,20,"003_stevens.dat","w",22,1,0,32
"unidirectional",0,15,"003_stevens.dat","w",22,1,0,5.7
"unidirectional",1,13,"003_stevens.dat","w",22,1,0,17.9
"unidirectional",1,14,"003_stevens.dat","w",22,1,0,32
"unidirectional",0,16,"003_stevens.dat","w",22,1,0,3.2
"unidirectional",1,20,"003_stevens.dat","w",22,1,0,57.2
"unidirectional",0,12,"003_stevens.dat","w",22,1,0,5.7
"unidirectional",1,11,"003_stevens.dat","w",22,1,0,17.9
"unidirectional",0,17,"003_stevens.dat","w",22,1,0,3.2
"unidirectional",0,13,"003_stevens.dat","w",22,1,0,5.7
"unidirectional",1,11,"003_stevens.dat","w",22,1,0,17.9
"unidirectional",0,15,"003_stevens.dat","w",22,1,0,3.2
"unidirectional",0,18,"003_stevens.dat","w",22,1,0,1.8
"unidirectional",1,20,"003_stevens.dat","w",22,1,0,57.2
"unidirectional",0,20,"003_stevens.dat","w",22,1,0,1
"unidirectional",0,18,"003_stevens.dat","w",22,1,0,3.2
"unidirectional",1,20,"003_stevens.dat","w",22,1,0,100
"unidirectional",1,19,"003_stevens.dat","w",22,1,0,100
"unidirectional",1,14,"003_stevens.dat","w",22,1,0,32
"unidirectional",0,18,"003_stevens.dat","w",22,1,0,1
"unidirectional",1,14,"003_stevens.dat","w",22,1,0,57.2
"unidirectional",1,13,"003_stevens.dat","w",22,1,0,57.2
"unidirectional",0,15,"003_stevens.dat","w",22,1,0,1.8
"unidirectional",1,14,"003_stevens.dat","w",22,1,0,32
"unidirectional",0,18,"003_stevens.dat","w",22,1,0,1
"unidirectional",1,18,"003_stevens.dat","w",22,1,0,100
"unidirectional",1,16,"003_stevens.dat","w",22,1,0,100
"unidirectional",1,11,"003_stevens.dat","w",22,1,0,32
"unidirectional",0,19,"003_stevens.dat","w",22,1,0,1
"unidirectional",0,13,"003_stevens.dat","w",22,1,0,3.2
"unidirectional",0,13,"003_stevens.dat","w",22,1,0,1.8
"unidirectional",0,14,"003_stevens.dat","w",22,1,0,1.8
"unidirectional",1,11,"003_stevens.dat","w",22,1,0,17.9
"unidirectional",1,11,"003_stevens.dat","w",22,1,0,17.9
"unidirectional",1,14,"003_stevens.dat","w",22,1,0,57.2
"unidirectional",0,11,"003_stevens.dat","w",22,1,0,5.7
"unidirectional",1,15,"003_stevens.dat","w",22,1,0,100
"unidirectional",0,13,"003_stevens.dat","w",22,1,0,5.7
"unidirectional",0,14,"003_stevens.dat","w",22,1,0,1.8
"unidirectional",0,15,"003_stevens.dat","w",22,1,0,1
"standard",-999,7,"004_stevens.dat","w",25,1,1,3.2
"standard",-999,7,"004_stevens.dat","w",25,1,1,5.7
"standard",-999,13,"004_stevens.dat","w",25,1,1,32
"standard",-999,15,"004_stevens.dat","w",25,1,1,57.2
"standard",-999,2,"004_stevens.dat","w",25,1,1,1
"standard",-999,3,"004_stevens.dat","w",25,1,1,1.8
"standard",-999,4,"004_stevens.dat","w",25,1,1,3.2
"standard",-999,11,"004_stevens.dat","w",25,1,1,17.9
"standard",-999,20,"004_stevens.dat","w",25,1,1,100
"standard",-999,2,"004_stevens.dat","w",25,1,1,1.8
"standard",-999,12,"004_stevens.dat","w",25,1,1,32
"standard",-999,16,"004_stevens.dat","w",25,1,1,57.2
"standard",-999,5,"004_stevens.dat","w",25,1,1,3.2
"standard",-999,20,"004_stevens.dat","w",25,1,1,100
"standard",-999,7,"004_stevens.dat","w",25,1,1,5.7
"standard",-999,3,"004_stevens.dat","w",25,1,1,1.8
"standard",-999,12,"004_stevens.dat","w",25,1,1,32
"standard",-999,3,"004_stevens.dat","w",25,1,1,1
"standard",-999,14,"004_stevens.dat","w",25,1,1,32
"standard",-999,20,"004_stevens.dat","w",25,1,1,100
"standard",-999,11,"004_stevens.dat","w",25,1,1,17.9
"standard",-999,20,"004_stevens.dat","w",25,1,1,100
"standard",-999,2,"004_stevens.dat","w",25,1,1,1.8
"standard",-999,1,"004_stevens.dat","w",25,1,1,1
"standard",-999,8,"004_stevens.dat","w",25,1,1,5.7
"standard",-999,12,"004_stevens.dat","w",25,1,1,32
"standard",-999,8,"004_stevens.dat","w",25,1,1,5.7
"standard",-999,2,"004_stevens.dat","w",25,1,1,1
"standard",-999,10,"004_stevens.dat","w",25,1,1,17.9
"standard",-999,20,"004_stevens.dat","w",25,1,1,57.2
"standard",-999,19,"004_stevens.dat","w",25,1,1,57.2
"standard",-999,19,"004_stevens.dat","w",25,1,1,57.2
"standard",-999,10,"004_stevens.dat","w",25,1,1,17.9
"standard",-999,10,"004_stevens.dat","w",25,1,1,17.9
"standard",-999,7,"004_stevens.dat","w",25,1,1,5.7
"standard",-999,3,"004_stevens.dat","w",25,1,1,1.8
"standard",-999,1,"004_stevens.dat","w",25,1,1,1
"standard",-999,20,"004_stevens.dat","w",25,1,1,100
"standard",-999,7,"004_stevens.dat","w",25,1,1,3.2
"standard",-999,8,"004_stevens.dat","w",25,1,1,3.2
"unidirectional",1,20,"005_stevens.dat","w",20,1,0,57.2
"unidirectional",1,15,"005_stevens.dat","w",20,1,0,57.2
"unidirectional",1,11,"005_stevens.dat","w",20,1,0,17.9
"unidirectional",0,20,"005_stevens.dat","w",20,1,0,1.8
"unidirectional",0,20,"005_stevens.dat","w",20,1,0,3.2
"unidirectional",0,20,"005_stevens.dat","w",20,1,0,3.2
"unidirectional",1,20,"005_stevens.dat","w",20,1,0,100
"unidirectional",0,20,"005_stevens.dat","w",20,1,0,3.2
"unidirectional",1,15,"005_stevens.dat","w",20,1,0,32
"unidirectional",1,20,"005_stevens.dat","w",20,1,0,57.2
"unidirectional",0,15,"005_stevens.dat","w",20,1,0,5.7
"unidirectional",0,20,"005_stevens.dat","w",20,1,0,1
"unidirectional",1,12,"005_stevens.dat","w",20,1,0,32
"unidirectional",0,15,"005_stevens.dat","w",20,1,0,1.8
"unidirectional",0,12,"005_stevens.dat","w",20,1,0,5.7
"unidirectional",1,11,"005_stevens.dat","w",20,1,0,17.9
"unidirectional",0,35,"005_stevens.dat","w",20,1,0,1
"unidirectional",0,15,"005_stevens.dat","w",20,1,0,5.7
"unidirectional",1,15,"005_stevens.dat","w",20,1,0,32
"unidirectional",0,15,"005_stevens.dat","w",20,1,0,1.8
"unidirectional",1,20,"005_stevens.dat","w",20,1,0,57.2
"unidirectional",1,12,"005_stevens.dat","w",20,1,0,32
"unidirectional",0,15,"005_stevens.dat","w",20,1,0,1.8
"unidirectional",1,11,"005_stevens.dat","w",20,1,0,17.9
"unidirectional",0,20,"005_stevens.dat","w",20,1,0,1
"unidirectional",0,15,"005_stevens.dat","w",20,1,0,3.2
"unidirectional",1,25,"005_stevens.dat","w",20,1,0,100
"unidirectional",0,25,"005_stevens.dat","w",20,1,0,1
"unidirectional",1,25,"005_stevens.dat","w",20,1,0,100
"unidirectional",1,20,"005_stevens.dat","w",20,1,0,100
"unidirectional",0,35,"005_stevens.dat","w",20,1,0,1
"unidirectional",1,12,"005_stevens.dat","w",20,1,0,17.9
"unidirectional",0,15,"005_stevens.dat","w",20,1,0,3.2
"unidirectional",0,17,"005_stevens.dat","w",20,1,0,1.8
"unidirectional",1,20,"005_stevens.dat","w",20,1,0,57.2
"unidirectional",1,30,"005_stevens.dat","w",20,1,0,100
"unidirectional",1,12,"005_stevens.dat","w",20,1,0,32
"unidirectional",0,13,"005_stevens.dat","w",20,1,0,5.7
"unidirectional",0,15,"005_stevens.dat","w",20,1,0,5.7
"unidirectional",1,11,"005_stevens.dat","w",20,1,0,17.9
"standard",-999,50,"006_stevens.dat","w",21,1,0,100
"standard",-999,30,"006_stevens.dat","w",21,1,0,57.2
"standard",-999,2.5,"006_stevens.dat","w",21,1,0,3.2
"standard",-999,12.5,"006_stevens.dat","w",21,1,0,17.9
"standard",-999,3,"006_stevens.dat","w",21,1,0,5.7
"standard",-999,1,"006_stevens.dat","w",21,1,0,3.2
"standard",-999,0.5,"006_stevens.dat","w",21,1,0,1.8
"standard",-999,5,"006_stevens.dat","w",21,1,0,5.7
"standard",-999,1,"006_stevens.dat","w",21,1,0,1.8
"standard",-999,100,"006_stevens.dat","w",21,1,0,100
"standard",-999,0.5,"006_stevens.dat","w",21,1,0,1
"standard",-999,15,"006_stevens.dat","w",21,1,0,32
"standard",-999,12.5,"006_stevens.dat","w",21,1,0,32
"standard",-999,11,"006_stevens.dat","w",21,1,0,5.7
"standard",-999,4,"006_stevens.dat","w",21,1,0,1.8
"standard",-999,2,"006_stevens.dat","w",21,1,0,1.8
"standard",-999,40,"006_stevens.dat","w",21,1,0,100
"standard",-999,5,"006_stevens.dat","w",21,1,0,17.9
"standard",-999,30,"006_stevens.dat","w",21,1,0,57.2
"standard",-999,12.5,"006_stevens.dat","w",21,1,0,17.9
"standard",-999,1,"006_stevens.dat","w",21,1,0,1
"standard",-999,7.5,"006_stevens.dat","w",21,1,0,3.2
"standard",-999,11,"006_stevens.dat","w",21,1,0,17.9
"standard",-999,15,"006_stevens.dat","w",21,1,0,32
"standard",-999,50,"006_stevens.dat","w",21,1,0,100
"standard",-999,11,"006_stevens.dat","w",21,1,0,17.9
"standard",-999,7.5,"006_stevens.dat","w",21,1,0,5.7
"standard",-999,7.5,"006_stevens.dat","w",21,1,0,5.7
"standard",-999,30,"006_stevens.dat","w",21,1,0,57.2
"standard",-999,40,"006_stevens.dat","w",21,1,0,100
"standard",-999,5,"006_stevens.dat","w",21,1,0,3.2
"standard",-999,1,"006_stevens.dat","w",21,1,0,1
"standard",-999,1,"006_stevens.dat","w",21,1,0,1
"standard",-999,30,"006_stevens.dat","w",21,1,0,57.2
"standard",-999,5,"006_stevens.dat","w",21,1,0,3.2
"standard",-999,15,"006_stevens.dat","w",21,1,0,32
"standard",-999,20,"006_stevens.dat","w",21,1,0,57.2
"standard",-999,2,"006_stevens.dat","w",21,1,0,1
"standard",-999,2,"006_stevens.dat","w",21,1,0,1.8
"standard",-999,15,"006_stevens.dat","w",21,1,0,32
"unidirectional",0,15,"007_stevens.dat","w",28,1,1,3.2
"unidirectional",0,12,"007_stevens.dat","w",28,1,1,5.7
"unidirectional",1,20,"007_stevens.dat","w",28,1,1,57.2
"unidirectional",0,30,"007_stevens.dat","w",28,1,1,1
"unidirectional",0,15,"007_stevens.dat","w",28,1,1,3.2
"unidirectional",0,20,"007_stevens.dat","w",28,1,1,1.8
"unidirectional",0,25,"007_stevens.dat","w",28,1,1,1.8
"unidirectional",1,40,"007_stevens.dat","w",28,1,1,100
"unidirectional",1,15,"007_stevens.dat","w",28,1,1,32
"unidirectional",1,20,"007_stevens.dat","w",28,1,1,57.2
"unidirectional",0,12,"007_stevens.dat","w",28,1,1,5.7
"unidirectional",0,20,"007_stevens.dat","w",28,1,1,1.8
"unidirectional",0,30,"007_stevens.dat","w",28,1,1,1
"unidirectional",1,20,"007_stevens.dat","w",28,1,1,57.2
"unidirectional",0,12,"007_stevens.dat","w",28,1,1,5.7
"unidirectional",1,50,"007_stevens.dat","w",28,1,1,100
"unidirectional",1,11,"007_stevens.dat","w",28,1,1,17.9
"unidirectional",1,15,"007_stevens.dat","w",28,1,1,32
"unidirectional",0,15,"007_stevens.dat","w",28,1,1,3.2
"unidirectional",0,30,"007_stevens.dat","w",28,1,1,1
"unidirectional",1,11,"007_stevens.dat","w",28,1,1,17.9
"unidirectional",1,11,"007_stevens.dat","w",28,1,1,17.9
"unidirectional",1,50,"007_stevens.dat","w",28,1,1,100
"unidirectional",1,30,"007_stevens.dat","w",28,1,1,57.2
"unidirectional",0,30,"007_stevens.dat","w",28,1,1,1
"unidirectional",1,15,"007_stevens.dat","w",28,1,1,32
"unidirectional",0,15,"007_stevens.dat","w",28,1,1,3.2
"unidirectional",1,12,"007_stevens.dat","w",28,1,1,32
"unidirectional",1,40,"007_stevens.dat","w",28,1,1,100
"unidirectional",0,20,"007_stevens.dat","w",28,1,1,1.8
"unidirectional",0,15,"007_stevens.dat","w",28,1,1,3.2
"unidirectional",1,20,"007_stevens.dat","w",28,1,1,57.2
"unidirectional",0,12,"007_stevens.dat","w",28,1,1,5.7
"unidirectional",1,11,"007_stevens.dat","w",28,1,1,17.9
"unidirectional",1,14,"007_stevens.dat","w",28,1,1,32
"unidirectional",1,50,"007_stevens.dat","w",28,1,1,100
"unidirectional",0,15,"007_stevens.dat","w",28,1,1,5.7
"unidirectional",0,50,"007_stevens.dat","w",28,1,1,1
"unidirectional",0,45,"007_stevens.dat","w",28,1,1,1.8
"unidirectional",1,11,"007_stevens.dat","w",28,1,1,17.9
"standard",-999,5,"008_stevens.dat","w",19,1,0,5.7
"standard",-999,3,"008_stevens.dat","w",19,1,0,3.2
"standard",-999,0,"008_stevens.dat","w",19,1,0,1
"standard",-999,11,"008_stevens.dat","w",19,1,0,17.9
"standard",-999,8,"008_stevens.dat","w",19,1,0,3.2
"standard",-999,9.5,"008_stevens.dat","w",19,1,0,5.7
"standard",-999,13,"008_stevens.dat","w",19,1,0,32
"standard",-999,11.8,"008_stevens.dat","w",19,1,0,17.9
"standard",-999,10.5,"008_stevens.dat","w",19,1,0,17.9
"standard",-999,0,"008_stevens.dat","w",19,1,0,1
"standard",-999,3.5,"008_stevens.dat","w",19,1,0,3.2
"standard",-999,20,"008_stevens.dat","w",19,1,0,100
"standard",-999,9.5,"008_stevens.dat","w",19,1,0,5.7
"standard",-999,6,"008_stevens.dat","w",19,1,0,1.8
"standard",-999,16,"008_stevens.dat","w",19,1,0,57.2
"standard",-999,5,"008_stevens.dat","w",19,1,0,1.8
"standard",-999,4.5,"008_stevens.dat","w",19,1,0,1.8
"standard",-999,13,"008_stevens.dat","w",19,1,0,57.2
"standard",-999,9.25,"008_stevens.dat","w",19,1,0,5.7
"standard",-999,6.5,"008_stevens.dat","w",19,1,0,1.8
"standard",-999,9.25,"008_stevens.dat","w",19,1,0,3.2
"standard",-999,17,"008_stevens.dat","w",19,1,0,100
"standard",-999,18,"008_stevens.dat","w",19,1,0,100
"standard",-999,8,"008_stevens.dat","w",19,1,0,5.7
"standard",-999,10.75,"008_stevens.dat","w",19,1,0,32
"standard",-999,12,"008_stevens.dat","w",19,1,0,57.2
"standard",-999,11,"008_stevens.dat","w",19,1,0,32
"standard",-999,3,"008_stevens.dat","w",19,1,0,1
"standard",-999,14,"008_stevens.dat","w",19,1,0,57.2
"standard",-999,7,"008_stevens.dat","w",19,1,0,3.2
"standard",-999,2,"008_stevens.dat","w",19,1,0,1
"standard",-999,12,"008_stevens.dat","w",19,1,0,32
"standard",-999,18,"008_stevens.dat","w",19,1,0,100
"standard",-999,1,"008_stevens.dat","w",19,1,0,1
"standard",-999,18,"008_stevens.dat","w",19,1,0,100
"standard",-999,12,"008_stevens.dat","w",19,1,0,57.2
"standard",-999,10.5,"008_stevens.dat","w",19,1,0,17.9
"standard",-999,11,"008_stevens.dat","w",19,1,0,32
"standard",-999,10.1,"008_stevens.dat","w",19,1,0,17.9
"standard",-999,5.5,"008_stevens.dat","w",19,1,0,1.8
"unidirectional",0,25,"009_stevens.dat","m",25,1,0,1
"unidirectional",1,14,"009_stevens.dat","m",25,1,0,17.9
"unidirectional",1,17,"009_stevens.dat","m",25,1,0,32
"unidirectional",0,18,"009_stevens.dat","m",25,1,0,3.2
"unidirectional",1,30,"009_stevens.dat","m",25,1,0,100
"unidirectional",1,20,"009_stevens.dat","m",25,1,0,32
"unidirectional",0,17,"009_stevens.dat","m",25,1,0,1.8
"unidirectional",0,15,"009_stevens.dat","m",25,1,0,3.2
"unidirectional",0,12,"009_stevens.dat","m",25,1,0,5.7
"unidirectional",0,18,"009_stevens.dat","m",25,1,0,1.8
"unidirectional",0,25,"009_stevens.dat","m",25,1,0,1
"unidirectional",0,20,"009_stevens.dat","m",25,1,0,1.8
"unidirectional",0,15,"009_stevens.dat","m",25,1,0,3.2
"unidirectional",1,12,"009_stevens.dat","m",25,1,0,17.9
"unidirectional",0,14,"009_stevens.dat","m",25,1,0,3.2
"unidirectional",1,16,"009_stevens.dat","m",25,1,0,32
"unidirectional",1,12,"009_stevens.dat","m",25,1,0,17.9
"unidirectional",1,30,"009_stevens.dat","m",25,1,0,100
"unidirectional",1,25,"009_stevens.dat","m",25,1,0,57.2
"unidirectional",0,20,"009_stevens.dat","m",25,1,0,1.8
"unidirectional",0,22,"009_stevens.dat","m",25,1,0,1.8
"unidirectional",0,12,"009_stevens.dat","m",25,1,0,5.7
"unidirectional",1,23,"009_stevens.dat","m",25,1,0,100
"unidirectional",0,12,"009_stevens.dat","m",25,1,0,5.7
"unidirectional",1,13,"009_stevens.dat","m",25,1,0,32
"unidirectional",0,14,"009_stevens.dat","m",25,1,0,5.7
"unidirectional",1,11,"009_stevens.dat","m",25,1,0,17.9
"unidirectional",0,23,"009_stevens.dat","m",25,1,0,1
"unidirectional",0,13,"009_stevens.dat","m",25,1,0,5.7
"unidirectional",1,17,"009_stevens.dat","m",25,1,0,57.2
"unidirectional",1,16,"009_stevens.dat","m",25,1,0,57.2
"unidirectional",1,22,"009_stevens.dat","m",25,1,0,100
"unidirectional",1,20,"009_stevens.dat","m",25,1,0,57.2
"unidirectional",1,25,"009_stevens.dat","m",25,1,0,100
"unidirectional",1,11,"009_stevens.dat","m",25,1,0,17.9
"unidirectional",0,25,"009_stevens.dat","m",25,1,0,1
"unidirectional",1,17,"009_stevens.dat","m",25,1,0,57.2
"unidirectional",0,25,"009_stevens.dat","m",25,1,0,1
"unidirectional",1,13,"009_stevens.dat","m",25,1,0,32
"unidirectional",0,15,"009_stevens.dat","m",25,1,0,3.2
"standard",-999,7,"010_stevens.dat","m",25,1,1,1.8
"standard",-999,16,"010_stevens.dat","m",25,1,1,57.2
"standard",-999,8,"010_stevens.dat","m",25,1,1,3.2
"standard",-999,4,"010_stevens.dat","m",25,1,1,1
"standard",-999,5,"010_stevens.dat","m",25,1,1,1.8
"standard",-999,14,"010_stevens.dat","m",25,1,1,32
"standard",-999,7,"010_stevens.dat","m",25,1,1,1.8
"standard",-999,7,"010_stevens.dat","m",25,1,1,3.2
"standard",-999,9,"010_stevens.dat","m",25,1,1,5.7
"standard",-999,9,"010_stevens.dat","m",25,1,1,5.7
"standard",-999,6,"010_stevens.dat","m",25,1,1,1.8
"standard",-999,30,"010_stevens.dat","m",25,1,1,100
"standard",-999,20,"010_stevens.dat","m",25,1,1,32
"standard",-999,4,"010_stevens.dat","m",25,1,1,1
"standard",-999,8,"010_stevens.dat","m",25,1,1,5.7
"standard",-999,30,"010_stevens.dat","m",25,1,1,100
"standard",-999,9,"010_stevens.dat","m",25,1,1,5.7
"standard",-999,9,"010_stevens.dat","m",25,1,1,3.2
"standard",-999,9,"010_stevens.dat","m",25,1,1,3.2
"standard",-999,6,"010_stevens.dat","m",25,1,1,17.9
"standard",-999,3,"010_stevens.dat","m",25,1,1,1
"standard",-999,30,"010_stevens.dat","m",25,1,1,100
"standard",-999,11,"010_stevens.dat","m",25,1,1,17.9
"standard",-999,6,"010_stevens.dat","m",25,1,1,1.8
"standard",-999,14,"010_stevens.dat","m",25,1,1,100
"standard",-999,11,"010_stevens.dat","m",25,1,1,17.9
"standard",-999,16,"010_stevens.dat","m",25,1,1,57.2
"standard",-999,20,"010_stevens.dat","m",25,1,1,100
"standard",-999,8,"010_stevens.dat","m",25,1,1,3.2
"standard",-999,12,"010_stevens.dat","m",25,1,1,32
"standard",-999,12,"010_stevens.dat","m",25,1,1,32
"standard",-999,14,"010_stevens.dat","m",25,1,1,57.2
"standard",-999,13,"010_stevens.dat","m",25,1,1,32
"standard",-999,7,"010_stevens.dat","m",25,1,1,1
"standard",-999,13,"010_stevens.dat","m",25,1,1,57.2
"standard",-999,4,"010_stevens.dat","m",25,1,1,1
"standard",-999,11,"010_stevens.dat","m",25,1,1,17.9
"standard",-999,11,"010_stevens.dat","m",25,1,1,17.9
"standard",-999,15,"010_stevens.dat","m",25,1,1,57.2
"standard",-999,7,"010_stevens.dat","m",25,1,1,5.7
"unidirectional",1,14,"011_stevens.dat","w",21,1,0,17.9
"unidirectional",1,100,"011_stevens.dat","w",21,1,0,100
"unidirectional",0,50,"011_stevens.dat","w",21,1,0,1
"unidirectional",0,40,"011_stevens.dat","w",21,1,0,1.8
"unidirectional",0,40,"011_stevens.dat","w",21,1,0,1.8
"unidirectional",0,30,"011_stevens.dat","w",21,1,0,3.2
"unidirectional",1,20,"011_stevens.dat","w",21,1,0,32
"unidirectional",0,20,"011_stevens.dat","w",21,1,0,5.7
"unidirectional",1,90,"011_stevens.dat","w",21,1,0,100
"unidirectional",1,30,"011_stevens.dat","w",21,1,0,57.2
"unidirectional",0,16,"011_stevens.dat","w",21,1,0,5.7
"unidirectional",0,16,"011_stevens.dat","w",21,1,0,5.7
"unidirectional",1,20,"011_stevens.dat","w",21,1,0,57.2
"unidirectional",1,12,"011_stevens.dat","w",21,1,0,17.9
"unidirectional",0,20,"011_stevens.dat","w",21,1,0,3.2
"unidirectional",1,40,"011_stevens.dat","w",21,1,0,100
"unidirectional",0,90,"011_stevens.dat","w",21,1,0,1
"unidirectional",1,40,"011_stevens.dat","w",21,1,0,57.2
"unidirectional",1,11,"011_stevens.dat","w",21,1,0,17.9
"unidirectional",0,30,"011_stevens.dat","w",21,1,0,1.8
"unidirectional",0,20,"011_stevens.dat","w",21,1,0,3.2
"unidirectional",0,50,"011_stevens.dat","w",21,1,0,1
"unidirectional",1,12,"011_stevens.dat","w",21,1,0,17.9
"unidirectional",1,20,"011_stevens.dat","w",21,1,0,32
"unidirectional",0,14,"011_stevens.dat","w",21,1,0,5.7
"unidirectional",1,40,"011_stevens.dat","w",21,1,0,57.2
"unidirectional",1,90,"011_stevens.dat","w",21,1,0,100
"unidirectional",0,30,"011_stevens.dat","w",21,1,0,1.8
"unidirectional",0,16,"011_stevens.dat","w",21,1,0,5.7
"unidirectional",1,20,"011_stevens.dat","w",21,1,0,32
"unidirectional",0,20,"011_stevens.dat","w",21,1,0,3.2
"unidirectional",1,30,"011_stevens.dat","w",21,1,0,57.2
"unidirectional",1,12,"011_stevens.dat","w",21,1,0,17.9
"unidirectional",0,30,"011_stevens.dat","w",21,1,0,1
"unidirectional",1,80,"011_stevens.dat","w",21,1,0,100
"unidirectional",1,30,"011_stevens.dat","w",21,1,0,32
"unidirectional",0,20,"011_stevens.dat","w",21,1,0,3.2
"unidirectional",0,60,"011_stevens.dat","w",21,1,0,1
"unidirectional",1,15,"011_stevens.dat","w",21,1,0,32
"unidirectional",0,30,"011_stevens.dat","w",21,1,0,1.8
"standard",-999,12,"012_stevens.dat","m",23,1,0,17.9
"standard",-999,50,"012_stevens.dat","m",23,1,0,100
"standard",-999,6,"012_stevens.dat","m",23,1,0,5.7
"standard",-999,4,"012_stevens.dat","m",23,1,0,1.8
